Location	Insurgent
Myanmar_PROPN	Arsa_PROPN
Kenya_PROPN	al-Shabaab_PROPN
Iran_PROPN	Islamic::state_PROPN
Congo_PROPN	Cmc_PROPN
Congo_PROPN	Mnr_PROPN
Congo_PROPN	Nsapu_NOUN
Congo_PROPN	m23_NOUN
Libya_PROPN	Islamic::state_PROPN
Mali_PROPN	Islamic::state_PROPN
egypt_PROPN	Islamic::state_PROPN
Turkey_PROPN	Islamic::state_PROPN
Pakistan_PROPN	Islamic::state_PROPN
India_PROPN	Cpi-m_PROPN
India_PROPN	Unlfw_PROPN
Philippine_NOUN	CPP_PROPN
Myanmar_PROPN	Kia_PROPN
Lebanon_PROPN	Islamic::state_PROPN
Bangladesh_PROPN	Islamic::state_PROPN
Yemen_PROPN	Hadi_PROPN
Iraq_NOUN	Islamic::state_PROPN
Congo_PROPN	Bdk_PROPN
Nigeria_PROPN	Islamic::state_PROPN
Usa_PROPN	al-Qaida_PROPN
Pakistan_PROPN	TTP_PROPN
Mali_PROPN	AQIM_INTJ
egypt_PROPN	Hasm_PROPN
egypt_PROPN	Ansar::al-Islam_PROPN
Azerbaijan_PROPN	Nagorno-Karabakh_PROPN
Angola_PROPN	Cabinda_PROPN
Algeria_PROPN	AQIM_INTJ
Philippine_NOUN	Islamic::state_PROPN
India_PROPN	Kashmiri_PROPN
Ukraine_PROPN	Donetsk_PROPN
Ukraine_PROPN	Luhansk_PROPN
Turkey_PROPN	Pkk_PROPN
Somalia_PROPN	al-Shabaab_PROPN
russia_PROPN	Islamic::state_PROPN
Afghanistan_PROPN	Taliban_PROPN
syria_PROPN	Islamic::state_PROPN
Uganda_PROPN	Adf_PROPN
Myanmar_PROPN	Mndaa_PROPN
Sudan_PROPN	Sarc_PROPN
Sudan_PROPN	Srf_PROPN
Philippine_NOUN	ASG_PROPN
Niger_PROPN	Islamic::state_PROPN
Chad_NOUN	Islamic::state_PROPN
syria_PROPN	Syrians_NOUN
Afghanistan_PROPN	Islamic::state_PROPN
