Location	Insurgent
Afghanistan_PROPN	Taleban_PROPN
Algeria_PROPN	AQIM_PROPN
Angola_PROPN	FLEC_PROPN
Burundi_PROPN	palipehutu-fnl_PROPN
Colombia_PROPN	ELN_PROPN
Colombia_PROPN	EPL_PROPN
Colombia_PROPN	FARC_PROPN
Ethiopia_PROPN	ONLF_PROPN
Ethiopia_PROPN	Oromo::Liberation::Front_PROPN
Haiti_PROPN	Lavalas_PROPN
India_PROPN	People::'s::Liberation::Army_PROPN
India_PROPN	Kashmir::Liberation::Front_PROPN
India_PROPN	NLFT_PROPN
India_PROPN	NDFB_PROPN
India_PROPN	MCC_PROPN
India_PROPN	People::'s::War::Group_PROPN
India_PROPN	ULFA_PROPN
Indonesia_PROPN	Free::Aceh::Movement_PROPN
Iraq_PROPN	Ansar::al-Islam_PROPN
Iraq_PROPN	al-Mahdi::Army_PROPN
Iraq_PROPN	Islamic::State_PROPN
Israel_PROPN	PIJ_PROPN
Israel_PROPN	Hamas_PROPN
Israel_PROPN	Al-Aqsa::Martyrs::Brigades_PROPN
Myanmar_PROPN	Karen::National::Union_PROPN
Nepal_PROPN	CPN-M_PROPN
Nigeria_PROPN	NDPVF_PROPN
Pakistan_PROPN	Baluchistan::Liberation::Army_PROPN
Philippines_PROPN	Communist::Party::of::the::Philippines_PROPN
Philippines_PROPN	Abu::Sayyaf_PROPN
Philippines_PROPN	Moro::Islamic::Liberation::Front_PROPN
Russia_PROPN	Chechens_PROPN
Sudan_PROPN	Justice::and::Equality::Movement_PROPN
Sudan_PROPN	Sudan::People::'s::Liberation::Army_PROPN
Turkey_PROPN	PKK_PROPN
Uganda_PROPN	Lord::'s::Resistance::Army_PROPN
United::States::of::America_PROPN	al-Qaida_PROPN
